id,email,full_name,phone,aadhaar_no,pan_no,street_address,city,consent_purposes,password,created_at
usr_d896c1c25c96,pooja.patel283@example.in,Pooja Patel,+919172103551,6299-9014-1539,BUGPL9299E,"411, Sector 17, Sector 6",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja!60895ABA,2026-09-01T10:59:26.168Z
usr_b42e43151649,swati.deshmukh284@example.in,Swati Deshmukh,+917650025251,7806-4420-1000,GVFPT8169U,"904, Indiranagar, Sector 12",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati&6799D324,2026-03-12T10:59:26.168Z
usr_8753981bc5c2,bhavna.reddy285@example.in,Bhavna Reddy,+917820956753,8951-3166-9165,HPZPE7188F,"509, M.G. Road, Sector 43",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Bhavna!84953568,2026-05-25T10:59:26.168Z
usr_9dedc2d799c5,deepika.sharma286@example.in,Deepika Sharma,+919225568682,5591-4389-6254,JCXPG8386G,"282, MI Road, Sector 14",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika$79162307,2026-04-22T10:59:26.168Z
usr_d077742b1a91,alok.chopra287@example.in,Alok Chopra,+919191865505,7484-4998-1236,FLJPR9000M,"646, Brigade Road, Sector 3",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok$45076540,2026-04-29T10:59:26.168Z
usr_f1b35679f74f,ritu.mishra288@example.in,Ritu Mishra,+918521061731,5793-1438-8219,KNEPW5854S,"444, Brigade Road, Sector 35",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu$74540A33,2026-08-28T10:59:26.168Z
usr_adaff0a52a25,ritu.nair289@example.in,Ritu Nair,+919492296311,5761-8926-1087,PDTPO9441L,"184, Brigade Road, Sector 16",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu$939751CB,2026-04-27T10:59:26.168Z
usr_217bd6263ab7,vikram.joshi290@example.in,Vikram Joshi,+918552363290,4568-5119-7956,XPXPD8901F,"980, Koramangala, Sector 20",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram%5644D526,2026-04-16T10:59:26.168Z
usr_cbfd584120d9,kavita.verma291@example.in,Kavita Verma,+917478142600,6784-7359-5770,PZDPN6710C,"252, SG Highway, Sector 8",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita#67514EEF,2026-05-27T10:59:26.168Z
usr_f8467b096b0c,nikhil.verma292@example.in,Nikhil Verma,+917569583937,9993-2574-3623,NXLPO6959Q,"284, FC Road, Sector 12",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil@1058FBF0,2026-04-17T10:59:26.168Z
usr_819344245154,amit.gupta293@example.in,Amit Gupta,+917727093771,9311-1140-6596,ZQHPC9963I,"375, Park Street, Sector 19",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit!23019E55,2026-06-26T10:59:26.168Z
usr_e7f78160b59b,deepika.bhatia294@example.in,Deepika Bhatia,+918898696483,8877-5911-5207,SNIPV3482C,"583, FC Road, Sector 29",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika$19706DB3,2026-07-26T10:59:26.168Z
usr_daf035454a5c,sunita.saxena295@example.in,Sunita Saxena,+917462594526,9769-1942-6942,QZAPR4294B,"164, Sector 17, Sector 3",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita@6655CAFD,2026-04-24T10:59:26.168Z
usr_00fbe4112504,rahul.verma296@example.in,Rahul Verma,+919536326706,4652-4212-7892,EWGPP9044V,"923, Park Street, Sector 3",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul$88936652,2026-09-05T10:59:26.168Z
usr_1900bce08054,meera.singh297@example.in,Meera Singh,+917687285385,4613-6188-4753,ZJIPE4441F,"462, MI Road, Sector 38",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera%97390D5C,2026-06-21T10:59:26.168Z
usr_ec9cca986f5c,alok.patel298@example.in,Alok Patel,+918769112318,3483-3244-3526,HCKPT9542W,"757, Sector 17, Sector 39",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok&1304CD6B,2026-04-09T10:59:26.168Z
usr_f677dd0bd84b,manish.sharma299@example.in,Manish Sharma,+917591511318,2195-3332-7965,VGYPV6642K,"42, MI Road, Sector 27",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish!573107DE,2026-03-24T10:59:26.168Z
usr_1ba5b245f601,alok.deshmukh300@example.in,Alok Deshmukh,+918814529543,5953-8484-9491,XRBPZ3161Q,"530, Banjara Hills, Sector 27",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok&10360E07,2026-05-03T10:59:26.168Z
usr_179db21aca57,ritika.kapoor301@example.in,Ritika Kapoor,+919636371620,2791-9323-9497,YVRPD3860N,"822, Connaught Place, Sector 18",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika&7190FD13,2026-04-20T10:59:26.168Z
usr_bb835433a19b,rahul.verma302@example.in,Rahul Verma,+918601578195,7493-2183-4575,MYSPU5430B,"288, Sector 17, Sector 24",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul$9412D847,2026-09-06T10:59:26.168Z
usr_df157ba597c4,nikhil.saxena303@example.in,Nikhil Saxena,+919654878221,7390-5589-5424,WFNPL6952R,"951, M.G. Road, Sector 28",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil!908776AD,2026-08-21T10:59:26.168Z
usr_c39c5704dc6b,gaurav.chopra304@example.in,Gaurav Chopra,+919938959795,7075-4809-8159,SYYPE4599V,"401, Park Street, Sector 37",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav&33999BF6,2026-07-15T10:59:26.168Z
usr_a9bc8ff72285,sunita.chauhan305@example.in,Sunita Chauhan,+919564060966,3679-4188-2492,ACSPZ7985Q,"328, Koramangala, Sector 40",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita#7489A028,2026-06-29T10:59:26.168Z
usr_aa68fa3af960,priya.gupta306@example.in,Priya Gupta,+919412750453,2705-5354-7836,LAIPR8035K,"582, Connaught Place, Sector 16",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya#92166AAF,2026-06-18T10:59:26.168Z
usr_047ad314ed22,pallavi.mukherjee307@example.in,Pallavi Mukherjee,+918443186732,5788-4144-6002,TDHPI7066J,"424, Brigade Road, Sector 17",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi#89985BAD,2026-06-13T10:59:26.168Z
usr_de39a19adea3,sunita.chauhan308@example.in,Sunita Chauhan,+917792560576,2137-8278-6377,VTIPI1165R,"899, Brigade Road, Sector 3",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita!29329D3A,2026-08-15T10:59:26.168Z
usr_326c1a85e59b,arjun.gupta309@example.in,Arjun Gupta,+918672332343,9037-3902-4282,MZCPC5010R,"31, FC Road, Sector 45",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun#1525EA6C,2026-03-22T10:59:26.168Z
usr_c68b0083f8aa,arjun.mehta310@example.in,Arjun Mehta,+918232993680,4912-5799-8221,AUBPO7316N,"677, Koramangala, Sector 31",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun%52746FD0,2026-07-16T10:59:26.168Z
usr_84119944311b,rahul.agarwal311@example.in,Rahul Agarwal,+919306765705,9328-6209-4784,WTWPB5106B,"658, Banjara Hills, Sector 32",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul&3170D358,2026-05-27T10:59:26.168Z
usr_3716aad0f985,rajesh.pandey312@example.in,Rajesh Pandey,+919892485315,6627-6344-3765,BSQPP6142H,"47, Brigade Road, Sector 6",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh@92077A7A,2026-06-09T10:59:26.168Z
usr_aa929f6f67fb,anjali.nair313@example.in,Anjali Nair,+919717720716,3129-6483-5645,EREPX2334A,"681, Koramangala, Sector 6",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali!429261AD,2026-03-19T10:59:26.168Z
usr_0f1060fe3074,manish.pillai314@example.in,Manish Pillai,+919747312608,9506-3052-2417,ULEPL9364E,"746, MI Road, Sector 11",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish$3362AC21,2026-06-17T10:59:26.168Z
usr_c48177e34a97,rajesh.chatterjee315@example.in,Rajesh Chatterjee,+917630371871,6913-7107-3835,BOYPQ1661B,"125, Koramangala, Sector 2",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh$66989042,2026-05-12T10:59:26.169Z
usr_a7eb5aeacc74,ritika.reddy316@example.in,Ritika Reddy,+917499729219,5097-6456-8056,XJPPL1161L,"170, Sector 17, Sector 19",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika%17305611,2026-04-17T10:59:26.169Z
usr_00439a27157b,nikhil.nair317@example.in,Nikhil Nair,+919427688426,8513-7483-7940,UBCPL2235B,"307, Sector 17, Sector 5",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil@7945115E,2026-03-13T10:59:26.169Z
usr_56038d6e1919,ananya.gupta318@example.in,Ananya Gupta,+917841284877,9306-7488-7495,HFGPB1332U,"896, M.G. Road, Sector 13",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya%3658FC02,2026-05-22T10:59:26.169Z
usr_91550c4e72e1,pooja.patel319@example.in,Pooja Patel,+917944659685,2804-8958-1645,HZLPA7293Y,"23, Anna Salai, Sector 14",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja$9263BE51,2026-04-02T10:59:26.169Z
usr_d277b04fbefa,neha.chauhan320@example.in,Neha Chauhan,+919602827915,9530-9725-1029,HLPPC8583P,"461, Koramangala, Sector 23",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha$4408B9E5,2026-03-21T10:59:26.169Z
usr_a112929e0926,pallavi.nair321@example.in,Pallavi Nair,+917706136382,2566-9395-8158,VHVPY2541W,"113, Sector 17, Sector 14",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi@4831C57C,2026-03-16T10:59:26.169Z
usr_90efd7dae0db,aditya.kulkarni322@example.in,Aditya Kulkarni,+919966662994,2821-2333-7366,QIFPK3889P,"161, Indiranagar, Sector 19",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya$3104A61D,2026-04-28T10:59:26.169Z
usr_32c749e7dd76,ritu.malhotra323@example.in,Ritu Malhotra,+918185791126,2296-4118-6302,PCVPR6992N,"874, Banjara Hills, Sector 13",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu%1205FE98,2026-05-04T10:59:26.169Z
usr_2caef9ee7dc0,neha.mehta324@example.in,Neha Mehta,+918214670442,4718-1196-3598,COZPH2853F,"444, Indiranagar, Sector 26",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha%4618044E,2026-09-07T10:59:26.169Z
usr_37a3fce778f4,sneha.trivedi325@example.in,Sneha Trivedi,+918601798396,3395-1294-1623,HPDPE6947J,"572, Park Street, Sector 35",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sneha!94264E41,2026-07-25T10:59:26.169Z
usr_d165369dcc2c,shweta.nair326@example.in,Shweta Nair,+917428819084,3198-2043-2922,HAWPO5986P,"44, M.G. Road, Sector 18",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta&39614A64,2026-05-16T10:59:26.169Z
usr_bc39450caddb,sanjay.verma327@example.in,Sanjay Verma,+917150024069,9876-2566-3920,QDUPN2213M,"388, Koramangala, Sector 26",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay@17466D32,2026-05-28T10:59:26.169Z
usr_570bc2c987db,shweta.chauhan328@example.in,Shweta Chauhan,+917265660089,4297-2818-6040,PBUPM9901Z,"628, SG Highway, Sector 28",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta#57412A7D,2026-04-21T10:59:26.169Z
usr_cbc3be89be27,rahul.sharma329@example.in,Rahul Sharma,+919705228906,4915-8881-4444,LHLPE1378H,"362, Anna Salai, Sector 34",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul#5724728B,2026-08-05T10:59:26.169Z
usr_d540b16a1b22,ritu.mishra330@example.in,Ritu Mishra,+917786319250,8999-1778-5884,GZGPM5495O,"932, Connaught Place, Sector 35",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu%57437125,2026-08-30T10:59:26.169Z
usr_34a4b771b05b,amit.reddy331@example.in,Amit Reddy,+918537092137,6270-2253-1811,BYDPD4639Q,"445, Anna Salai, Sector 13",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit#40503CFD,2026-04-03T10:59:26.169Z
usr_fd43d84674c6,ritu.iyer332@example.in,Ritu Iyer,+918284424628,2780-8906-5338,ZOPPB0546I,"557, Connaught Place, Sector 13",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu&462582DD,2026-07-12T10:59:26.169Z
usr_82444bd64e7f,simran.pandey333@example.in,Simran Pandey,+919214952423,8821-5376-2803,OORPZ8783A,"399, Connaught Place, Sector 42",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran%473215DF,2026-04-18T10:59:26.169Z
usr_c46250fad18f,aarav.mishra334@example.in,Aarav Mishra,+917690218730,8126-2937-8928,POJPN8037O,"543, Indiranagar, Sector 31",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aarav@8246AA34,2026-06-16T10:59:26.169Z
usr_0e0d6abc1fd6,kunal.patel335@example.in,Kunal Patel,+918739003052,9012-9204-8775,UUCPS2176K,"467, FC Road, Sector 4",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kunal#956351CD,2026-05-24T10:59:26.169Z
usr_a66f25cfe5c2,rahul.menon336@example.in,Rahul Menon,+919516018134,6287-3450-4124,OWQPL8074Z,"888, Banjara Hills, Sector 29",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul@9959225B,2026-04-26T10:59:26.169Z
usr_15c68b202fd1,gaurav.kumar337@example.in,Gaurav Kumar,+918996202713,2829-4660-1686,YWKPN0410G,"592, Connaught Place, Sector 34",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav@6155C4A9,2026-03-15T10:59:26.169Z
usr_cefbe8cd11a6,amit.reddy338@example.in,Amit Reddy,+919398002404,7707-7320-3774,NBBPW9050Q,"656, M.G. Road, Sector 24",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit&620687FC,2026-09-02T10:59:26.169Z
usr_e7e7637e4a7f,harsh.patel339@example.in,Harsh Patel,+919185878618,6777-2409-7828,QDZPO6954C,"982, Park Street, Sector 31",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh$3219B072,2026-09-02T10:59:26.169Z
usr_e6b19a8d153b,abhishek.reddy340@example.in,Abhishek Reddy,+917765546031,5020-9225-8678,OIGPW0291Y,"353, Indiranagar, Sector 10",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek%4232B22F,2026-04-12T10:59:26.169Z
usr_c552677b570c,gaurav.kumar341@example.in,Gaurav Kumar,+917664211950,9163-9103-3981,LLZPU2888T,"716, M.G. Road, Sector 33",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav$276477DD,2026-05-29T10:59:26.169Z
usr_caae1a31e1d4,shweta.mehta342@example.in,Shweta Mehta,+917435639777,2818-9924-9522,IWKPY1815S,"643, M.G. Road, Sector 2",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta!83587E6D,2026-04-18T10:59:26.169Z
usr_9e21c88b2d06,harsh.bhatia343@example.in,Harsh Bhatia,+919582682431,6795-8852-6209,QHSPB3472H,"16, SG Highway, Sector 28",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh#5910F8F7,2026-07-21T10:59:26.169Z
usr_ba2130167ee4,pallavi.kulkarni344@example.in,Pallavi Kulkarni,+919819599115,2187-8982-6843,YHFPQ0512M,"342, Brigade Road, Sector 42",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi#97559325,2026-03-24T10:59:26.169Z
usr_ef771511aca3,swati.kumar345@example.in,Swati Kumar,+918558462385,5501-5062-8972,JOPPX8577R,"756, Connaught Place, Sector 11",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati@5449F9EA,2026-07-02T10:59:26.169Z
usr_a4270b644783,rahul.malhotra346@example.in,Rahul Malhotra,+918638940246,6090-2222-8152,QOZPO3455Q,"724, Brigade Road, Sector 4",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul&39666A25,2026-05-08T10:59:26.169Z
usr_828a2d0240a4,deepika.deshmukh347@example.in,Deepika Deshmukh,+917237606240,3449-5759-8827,ITYPE4317X,"308, Brigade Road, Sector 5",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika&3111D242,2026-09-02T10:59:26.169Z
usr_7bb4de5bf8a8,meera.menon348@example.in,Meera Menon,+919455682959,2322-8791-4906,BGLPT1779U,"633, Connaught Place, Sector 23",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera#9516168F,2026-03-18T10:59:26.169Z
usr_7f6d126dc208,vikram.mukherjee349@example.in,Vikram Mukherjee,+918823105733,2965-3953-9763,TTBPN7423O,"934, MI Road, Sector 18",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram%60635002,2026-07-18T10:59:26.169Z
usr_cfed680ca25d,simran.bose350@example.in,Simran Bose,+917276949936,4690-6572-7513,BLRPK4492A,"363, Brigade Road, Sector 9",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran%7402FAEA,2026-06-08T10:59:26.169Z
usr_7481099949d5,arjun.deshmukh351@example.in,Arjun Deshmukh,+917934510103,2934-6883-5214,HVZPD5790S,"940, Brigade Road, Sector 44",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun#24142AAB,2026-04-30T10:59:26.169Z
usr_596c59642f18,arjun.mishra352@example.in,Arjun Mishra,+918574387589,5482-1313-9763,UOOPJ0041L,"526, Brigade Road, Sector 26",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun#708742E7,2026-03-14T10:59:26.169Z
usr_65a3d8550696,abhishek.chauhan353@example.in,Abhishek Chauhan,+918316642313,4658-9261-8646,NFRPJ6946O,"524, FC Road, Sector 25",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek!5104BCD1,2026-04-15T10:59:26.169Z
usr_10ff28208528,vikram.reddy354@example.in,Vikram Reddy,+917671652421,9526-9493-1842,YTVPK5324C,"324, Park Street, Sector 29",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram%32036452,2026-08-19T10:59:26.169Z
usr_d7ec69e14402,anjali.bhatia355@example.in,Anjali Bhatia,+919612771651,9309-6672-1579,ZPCPX3543U,"963, Indiranagar, Sector 30",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali#5051D372,2026-04-26T10:59:26.169Z
usr_a7efd75a41fa,anjali.reddy356@example.in,Anjali Reddy,+917369594849,2565-3770-8493,AHPPN0847P,"619, SG Highway, Sector 23",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali@204596AF,2026-09-05T10:59:26.169Z
usr_f10c53d195f7,amit.rao357@example.in,Amit Rao,+917526964537,8350-8177-8091,JOLPF5835J,"456, Koramangala, Sector 22",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit$8934D6D6,2026-06-11T10:59:26.169Z
usr_c2c3c6f5f0bb,tanvi.deshmukh358@example.in,Tanvi Deshmukh,+918688050993,7367-6935-9219,KYJPP9440E,"605, MI Road, Sector 39",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi&97572A87,2026-05-20T10:59:26.169Z
usr_519e3e270b6b,sanjay.deshmukh359@example.in,Sanjay Deshmukh,+918743398387,4928-1395-3607,VZGPR2113B,"767, Park Street, Sector 22",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay%96173CAB,2026-04-11T10:59:26.169Z
usr_9e4b438aa8d7,divya.deshmukh360@example.in,Divya Deshmukh,+917107350252,6744-4772-5714,GZCPE9513L,"956, MI Road, Sector 8",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya!2161F6C2,2026-08-12T10:59:26.169Z
usr_65e3a9504b19,isha.malhotra361@example.in,Isha Malhotra,+918468531855,8441-9845-6221,ABGPK5718T,"680, Connaught Place, Sector 24",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha@95235265,2026-06-07T10:59:26.169Z
usr_0e22b21a9c36,sanjay.agarwal362@example.in,Sanjay Agarwal,+918863921896,6968-6780-3362,IYXPX3882N,"54, SG Highway, Sector 41",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay&7980788D,2026-06-16T10:59:26.169Z
usr_aa80cc844827,anjali.singh363@example.in,Anjali Singh,+918994604150,3839-7361-4732,ZCDPM1843M,"581, MI Road, Sector 19",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali#6185E8DA,2026-05-27T10:59:26.169Z
usr_c61b754869ea,dev.chopra364@example.in,Dev Chopra,+917802483153,2743-2810-5309,MYGPI2131O,"268, Anna Salai, Sector 29",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev%7426191D,2026-03-27T10:59:26.169Z
usr_ab032be15372,pallavi.saxena365@example.in,Pallavi Saxena,+918485746475,3010-3322-3169,KRNPR8311V,"390, Sector 17, Sector 13",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi!50112ABE,2026-07-28T10:59:26.169Z
usr_13522817a25b,deepika.patel366@example.in,Deepika Patel,+917977541322,8604-3565-9885,DMFPL5488F,"603, Koramangala, Sector 21",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika#28697561,2026-03-22T10:59:26.169Z
usr_871d6acf297a,karan.singh367@example.in,Karan Singh,+919500571921,4982-7731-4661,WXPPY5171U,"127, Park Street, Sector 11",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan%60021D88,2026-04-22T10:59:26.169Z
usr_cfdc8b0850ec,sanjay.rao368@example.in,Sanjay Rao,+918212259603,5668-7427-2577,GACPJ8152A,"544, Connaught Place, Sector 36",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay!3550BAE6,2026-05-29T10:59:26.169Z
usr_90e08d48ec84,vikram.mishra369@example.in,Vikram Mishra,+917665342213,4015-7723-9108,JVUPB0156O,"667, MI Road, Sector 25",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram#60309317,2026-05-26T10:59:26.169Z
usr_aac2562f618b,manish.saxena370@example.in,Manish Saxena,+918682849856,6515-7637-1464,DNGPY4100S,"190, Koramangala, Sector 44",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish!2585AE69,2026-08-20T10:59:26.169Z
usr_0b2300f24a7d,kunal.kapoor371@example.in,Kunal Kapoor,+919879354371,2705-9074-1690,WZPPT5120C,"599, SG Highway, Sector 18",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kunal!804687E8,2026-06-18T10:59:26.169Z
